X,Y,OBJECTID,event_unique_id,Primary_Offence,Occurrence_Date,Occurrence_Year,Occurrence_Month,Occurrence_DayOfWeek,Occurrence_DayOfMonth,Occurrence_DayOfYear,Occurrence_Hour,Report_Date,Report_Year,Report_Month,Report_DayOfWeek,Report_DayOfMonth,Report_DayOfYear,Report_Hour,Division,City,Hood_ID,NeighbourhoodName,Location_Type,Premises_Type,Bike_Make,Bike_Model,Bike_Type,Bike_Speed,Bike_Colour,Cost_of_Bike,Status,Longitude,Latitude,ObjectId2
-8849533.593,5405629.714,831,GO-20171236270,THEFT UNDER,2017/07/10 04:00:00+00,2017,July,Monday,10,191,13,2017/07/10 04:00:00+00,2017,July,Monday,10,191,17,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,EMMO,G545A,EL,1,RED,2000,STOLEN,-79.49671284,43.61223676,221
-8847425.01,5407905.589,877,GO-20179010352,THEFT UNDER - BICYCLE,2017/07/09 04:00:00+00,2017,July,Sunday,9,190,22,2017/07/16 04:00:00+00,2017,July,Sunday,16,197,23,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GT,ROADBIKE,RC,50,BLK,800,STOLEN,-79.47777112,43.62703728,222
-8847803.772,5407280.029,1054,GO-20171415282,THEFT OVER - BICYCLE,2017/08/06 04:00:00+00,2017,August,Sunday,6,218,13,2017/08/06 04:00:00+00,2017,August,Sunday,6,218,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,TREK,MADONE 5.1,RC,0,WHI,7000,STOLEN,-79.48117359,43.62296949,223
-8848428.624,5407801.327,1135,GO-20179012278,THEFT UNDER - BICYCLE,2017/08/05 04:00:00+00,2017,August,Saturday,5,217,23,2017/08/12 04:00:00+00,2017,August,Saturday,12,224,20,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,HYBRID,OT,8,BLK,2000,STOLEN,-79.48678673,43.62635932,224
-8850232.215,5406591.243,1142,GO-20171463554,THEFT UNDER,2017/08/04 04:00:00+00,2017,August,Friday,4,216,22,2017/08/14 04:00:00+00,2017,August,Monday,14,226,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UNKNOWN MAKE,,MT,21,YEL,120,STOLEN,-79.50298867,43.61849024,225
-8850232.215,5406591.243,1143,GO-20171463554,THEFT UNDER,2017/08/04 04:00:00+00,2017,August,Friday,4,216,22,2017/08/14 04:00:00+00,2017,August,Monday,14,226,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,UNKNOWN MAKE,,MT,21,GRN,300,STOLEN,-79.50298867,43.61849024,226
-8848748.899,5406516.133,1181,GO-20171499226,THEFT UNDER - BICYCLE,2017/08/18 04:00:00+00,2017,August,Friday,18,230,22,2017/08/19 04:00:00+00,2017,August,Saturday,19,231,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Construction Site (Warehouse, Trailer, Shed)",Commercial,MARIN OR MARINO,LARKSPUR CSI,RG,24,BLK,400,STOLEN,-79.48966381,43.61800177,227
-8848748.899,5406516.133,1182,GO-20171499226,THEFT UNDER - BICYCLE,2017/08/18 04:00:00+00,2017,August,Friday,18,230,22,2017/08/19 04:00:00+00,2017,August,Saturday,19,231,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Construction Site (Warehouse, Trailer, Shed)",Commercial,MARIN OR MARINO,TESLA,RG,24,GRY,800,STOLEN,-79.48966381,43.61800177,228
-8848896.651,5406109.23,1189,GO-20179012810,THEFT UNDER - BICYCLE,2017/08/19 04:00:00+00,2017,August,Saturday,19,231,11,2017/08/19 04:00:00+00,2017,August,Saturday,19,231,12,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,ST-TROPEZ,RG,16,GRY,700,STOLEN,-79.49099109,43.61535546,229
-8847803.772,5407280.029,1232,GO-20179013148,THEFT UNDER - BICYCLE,2016/08/21 04:00:00+00,2016,August,Sunday,21,234,15,2017/08/23 04:00:00+00,2017,August,Wednesday,23,235,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UK,MASI ALARE 53 C,RC,12,BLK,900,STOLEN,-79.48117359,43.62296949,230
-8848032.691,5406902.193,1307,GO-20179014000,THEFT UNDER,2017/09/04 04:00:00+00,2017,September,Monday,4,247,16,2017/09/05 04:00:00+00,2017,September,Tuesday,5,248,10,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,TRANCE X3,MT,30,BLK,2150,STOLEN,-79.48323001,43.62051242,231
-8848696.819,5406279.446,1358,GO-20171646818,THEFT UNDER,2017/09/01 04:00:00+00,2017,September,Friday,1,244,11,2017/09/11 04:00:00+00,2017,September,Monday,11,254,14,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,SC,0,WHI,2800,STOLEN,-79.48919597,43.61646248,232
-8847803.772,5407280.029,1452,GO-20171700735,THEFT OVER,2017/08/25 04:00:00+00,2017,August,Friday,25,237,21,2017/09/19 04:00:00+00,2017,September,Tuesday,19,262,14,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,ARGON 18,KRYPTON XL,RG,21,RED,2800,STOLEN,-79.48117359,43.62296949,233
-8847803.772,5407280.029,1486,GO-20179015443,THEFT UNDER - BICYCLE,2017/09/21 04:00:00+00,2017,September,Thursday,21,264,7,2017/09/22 04:00:00+00,2017,September,Friday,22,265,9,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,TCR,RC,22,BLK,3188,STOLEN,-79.48117359,43.62296949,234
-8847803.772,5407280.029,1514,GO-20179015689,THEFT UNDER - BICYCLE,2017/09/23 04:00:00+00,2017,September,Saturday,23,266,12,2017/09/25 04:00:00+00,2017,September,Monday,25,268,11,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,700C ROAD BIKE,RC,21,PLE,300,STOLEN,-79.48117359,43.62296949,235
-8852797.075,5405407.427,1680,GO-20171887127,THEFT UNDER - BICYCLE,2017/10/18 04:00:00+00,2017,October,Wednesday,18,291,13,2017/10/18 04:00:00+00,2017,October,Wednesday,18,291,16,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORCO,,RC,18,BLKRED,900,STOLEN,-79.5260292,43.61079098,236
-8847803.772,5407280.029,1687,GO-20179017564,THEFT UNDER - BICYCLE,2017/10/19 04:00:00+00,2017,October,Thursday,19,292,7,2017/10/19 04:00:00+00,2017,October,Thursday,19,292,21,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,SPEC SECTEUR,OT,18,BLK,1000,STOLEN,-79.48117359,43.62296949,237
-8847803.772,5407280.029,1702,GO-20179017564,THEFT UNDER - BICYCLE,2017/10/19 04:00:00+00,2017,October,Thursday,19,292,7,2017/10/19 04:00:00+00,2017,October,Thursday,19,292,21,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,,OT,24,BLK,1000,STOLEN,-79.48117359,43.62296949,238
-8847803.772,5407280.029,1756,GO-20179018318,THEFT UNDER - BICYCLE,2017/10/25 04:00:00+00,2017,October,Wednesday,25,298,22,2017/10/26 04:00:00+00,2017,October,Thursday,26,299,11,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,HF,,RG,10,BLU,109,STOLEN,-79.48117359,43.62296949,239
-8847803.772,5407280.029,1807,GO-20179019090,THEFT UNDER,2017/10/29 04:00:00+00,2017,October,Sunday,29,302,18,2017/11/07 05:00:00+00,2017,November,Tuesday,7,311,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),Convenience Stores,Commercial,OT,,TO,18,SIL,1300,STOLEN,-79.48117359,43.62296949,240
-8847005.236,5408449.021,1976,GO-201853134,THEFT OVER,2017/11/15 05:00:00+00,2017,November,Wednesday,15,319,8,2018/01/09 05:00:00+00,2018,January,Tuesday,9,9,17,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,NORCO,,OT,21,LGR,1000,STOLEN,-79.47400022,43.6305708,241
-8847005.236,5408449.021,1977,GO-201853134,THEFT OVER,2017/11/15 05:00:00+00,2017,November,Wednesday,15,319,8,2018/01/09 05:00:00+00,2018,January,Tuesday,9,9,17,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,GIANT,,MT,24,BLK,1800,STOLEN,-79.47400022,43.6305708,242
-8847803.772,5407280.029,2009,GO-20189002976,THEFT UNDER - BICYCLE,2018/01/27 05:00:00+00,2018,January,Saturday,27,27,20,2018/01/30 05:00:00+00,2018,January,Tuesday,30,30,0,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,RINCON,MT,21,BLK,800,STOLEN,-79.48117359,43.62296949,243
-8847803.772,5407280.029,2028,GO-20189004291,THEFT UNDER - BICYCLE,2017/08/11 04:00:00+00,2017,August,Friday,11,223,17,2018/02/11 05:00:00+00,2018,February,Sunday,11,42,18,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,SPECIALIZED,MODEL FSRXC MYK,MT,25,PLE,2800,STOLEN,-79.48117359,43.62296949,244
-8848633.451,5406046.915,2062,GO-20189006627,THEFT UNDER,2018/02/16 05:00:00+00,2018,February,Friday,16,47,0,2018/03/02 05:00:00+00,2018,March,Friday,2,61,19,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,XBOW,RC,20,WHI,1500,STOLEN,-79.48862673,43.61495018,245
-8848633.451,5406046.915,2063,GO-20189006820,THEFT UNDER - BICYCLE,2018/03/05 05:00:00+00,2018,March,Monday,5,64,9,2018/03/05 05:00:00+00,2018,March,Monday,5,64,9,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),Unknown,Other,CA,QUICK 7,MT,8,BLK,650,STOLEN,-79.48862673,43.61495018,246
-8847803.772,5407280.029,2067,GO-20189007045,THEFT UNDER,2018/03/02 05:00:00+00,2018,March,Friday,2,61,22,2018/03/06 05:00:00+00,2018,March,Tuesday,6,65,17,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GT,AGRESSOR,MT,21,LGR,600,STOLEN,-79.48117359,43.62296949,247
-8847803.772,5407280.029,2077,GO-2018482570,THEFT OVER,2018/03/12 04:00:00+00,2018,March,Monday,12,71,7,2018/03/16 04:00:00+00,2018,March,Friday,16,75,18,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NORCO,,MT,12,RED,5000,STOLEN,-79.48117359,43.62296949,248
-8847425.01,5407905.589,2393,GO-20189016209,B&E,2018/05/24 04:00:00+00,2018,May,Thursday,24,144,15,2018/05/25 04:00:00+00,2018,May,Friday,25,145,12,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UK,,OT,24,,0,STOLEN,-79.47777112,43.62703728,249
-8847425.01,5407905.589,2414,GO-20189016566,THEFT UNDER - BICYCLE,2018/05/24 04:00:00+00,2018,May,Thursday,24,144,4,2018/05/28 04:00:00+00,2018,May,Monday,28,148,19,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,SHIMANO 105,RC,21,LBL,1750,STOLEN,-79.47777112,43.62703728,250
-8848389.193,5406658.647,2543,GO-20189018331,THEFT UNDER - BICYCLE,2018/06/10 04:00:00+00,2018,June,Sunday,10,161,20,2018/06/12 04:00:00+00,2018,June,Tuesday,12,163,6,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,CROSS RACE PRO,RC,22,RED,2000,STOLEN,-79.48643252,43.61892859,251
-8849254.292,5406065.664,2685,GO-20181162011,B&E,2018/06/25 04:00:00+00,2018,June,Monday,25,176,21,2018/06/26 04:00:00+00,2018,June,Tuesday,26,177,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NIXON,ADAMS DAISY,MT,18,BLU,220,STOLEN,-79.49420384,43.61507212,252
-8848032.691,5406902.193,2748,GO-20189021105,THEFT UNDER - BICYCLE,2018/07/02 04:00:00+00,2018,July,Monday,2,183,12,2018/07/04 04:00:00+00,2018,July,Wednesday,4,185,7,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,HYBRID,MT,15,WHI,1800,STOLEN,-79.48323001,43.62051242,253
-8847803.772,5407280.029,2759,GO-20189021322,THEFT UNDER - BICYCLE,2018/07/02 04:00:00+00,2018,July,Monday,2,183,15,2018/07/05 04:00:00+00,2018,July,Thursday,5,186,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GT,AGGRESSOR,MT,21,GRY,500,STOLEN,-79.48117359,43.62296949,254
-8848032.691,5406902.193,2786,GO-20189021149,THEFT UNDER - BICYCLE,2018/06/30 04:00:00+00,2018,June,Saturday,30,181,15,2018/07/04 04:00:00+00,2018,July,Wednesday,4,185,16,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,X-CALIBER 8,MT,40,GRY,2800,STOLEN,-79.48323001,43.62051242,255
-8848032.691,5406902.193,2834,GO-20189022111,THEFT UNDER - BICYCLE,2018/07/08 04:00:00+00,2018,July,Sunday,8,189,16,2018/07/11 04:00:00+00,2018,July,Wednesday,11,192,20,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NO,,OT,24,BLK,850,STOLEN,-79.48323001,43.62051242,256
-8847803.772,5407280.029,2838,GO-20189022301,THEFT UNDER - BICYCLE,2018/07/13 04:00:00+00,2018,July,Friday,13,194,13,2018/07/13 04:00:00+00,2018,July,Friday,13,194,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,CERVELO,S2 (105),RC,11,BLK,3600,STOLEN,-79.48117359,43.62296949,257
-8847803.772,5407280.029,2865,GO-20189022874,THEFT UNDER - BICYCLE,2018/07/14 04:00:00+00,2018,July,Saturday,14,195,10,2018/07/18 04:00:00+00,2018,July,Wednesday,18,199,10,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,,RC,30,WHI,1500,STOLEN,-79.48117359,43.62296949,258
-8847803.772,5407280.029,2866,GO-20189022874,THEFT UNDER - BICYCLE,2018/07/14 04:00:00+00,2018,July,Saturday,14,195,10,2018/07/18 04:00:00+00,2018,July,Wednesday,18,199,10,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,,MT,30,DGR,800,STOLEN,-79.48117359,43.62296949,259
-8847803.772,5407280.029,2911,GO-20189023381,THEFT UNDER - BICYCLE,2018/07/06 04:00:00+00,2018,July,Friday,6,187,1,2018/07/22 04:00:00+00,2018,July,Sunday,22,203,2,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,ZED 3.2,MT,21,,450,STOLEN,-79.48117359,43.62296949,260
-8849510.109,5405557.055,2973,GO-20189024020,THEFT UNDER - BICYCLE,2018/07/24 04:00:00+00,2018,July,Tuesday,24,205,19,2018/07/26 04:00:00+00,2018,July,Thursday,26,207,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,SC,,MT,21,WHI,50,STOLEN,-79.49650188,43.61176418,261
-8848519.972,5407141.59,2976,GO-20189024052,THEFT UNDER - BICYCLE,2018/07/17 04:00:00+00,2018,July,Tuesday,17,198,20,2018/07/26 04:00:00+00,2018,July,Thursday,26,207,16,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,KH,,MT,1,,1000,STOLEN,-79.48760733,43.62206923,262
-8848519.972,5407141.59,2977,GO-20189024052,THEFT UNDER - BICYCLE,2018/07/17 04:00:00+00,2018,July,Tuesday,17,198,20,2018/07/26 04:00:00+00,2018,July,Thursday,26,207,16,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,,OT,1,BLK,600,STOLEN,-79.48760733,43.62206923,263
-8847803.772,5407280.029,3003,GO-20189024267,THEFT UNDER - BICYCLE,2018/07/19 04:00:00+00,2018,July,Thursday,19,200,1,2018/07/27 04:00:00+00,2018,July,Friday,27,208,19,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NO,CHARGER,MT,18,BLK,1500,STOLEN,-79.48117359,43.62296949,264
-8848487.032,5406405.368,3107,GO-20189025448,THEFT UNDER - BICYCLE,2018/07/23 04:00:00+00,2018,July,Monday,23,204,15,2018/08/07 04:00:00+00,2018,August,Tuesday,7,219,17,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,UK,,RG,9,WHI,300,STOLEN,-79.48731142,43.61728142,265
-8847803.772,5407280.029,3180,GO-20181470949,THEFT UNDER - BICYCLE,2018/07/09 04:00:00+00,2018,July,Monday,9,190,12,2018/08/10 04:00:00+00,2018,August,Friday,10,222,13,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,,RG,21,GRY,1000,STOLEN,-79.48117359,43.62296949,266
-8848940.038,5407710.68,3199,GO-20189026354,THEFT UNDER,2018/08/14 04:00:00+00,2018,August,Tuesday,14,226,18,2018/08/14 04:00:00+00,2018,August,Tuesday,14,226,19,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,SC,,TO,21,,600,STOLEN,-79.49138084,43.62576989,267
-8847425.01,5407905.589,3415,GO-20189029480,THEFT UNDER,2018/09/04 04:00:00+00,2018,September,Tuesday,4,247,22,2018/09/07 04:00:00+00,2018,September,Friday,7,250,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,OT,DAKAR,MT,12,GRN,1400,STOLEN,-79.47777112,43.62703728,268
-8848439.083,5406532.007,3544,GO-20181769054,THEFT UNDER - BICYCLE,2018/09/20 04:00:00+00,2018,September,Thursday,20,263,13,2018/09/24 04:00:00+00,2018,September,Monday,24,267,12,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,UNKNOWN MAKE,,OT,1,BLK,120,STOLEN,-79.48688069,43.61810501,269
-8849533.593,5405629.714,3589,GO-20181815348,THEFT UNDER - BICYCLE,2018/09/30 04:00:00+00,2018,September,Sunday,30,273,16,2018/10/01 04:00:00+00,2018,October,Monday,1,274,16,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,UNKNOWN MAKE,,MT,18,BLKSIL,,STOLEN,-79.49671284,43.61223676,270
-8849134.612,5404309.925,3603,GO-20181826201,B&E,2018/09/18 04:00:00+00,2018,September,Tuesday,18,261,17,2018/10/03 04:00:00+00,2018,October,Wednesday,3,276,11,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,RALEIGH,MATTERHORN,MT,10,GRY,200,STOLEN,-79.49312873,43.60365221,271
-8849134.612,5404309.925,3604,GO-20181826201,B&E,2018/09/18 04:00:00+00,2018,September,Tuesday,18,261,17,2018/10/03 04:00:00+00,2018,October,Wednesday,3,276,11,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Single Home, House (Attach Garage, Cottage, Mobile)",House,NORCO,SCORCHER,MT,10,BLU,200,STOLEN,-79.49312873,43.60365221,272
-8848748.899,5406516.133,3640,GO-20181822856,THEFT UNDER,2018/10/02 04:00:00+00,2018,October,Tuesday,2,275,14,2018/10/02 04:00:00+00,2018,October,Tuesday,2,275,18,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,PROJEKT 8,RG,8,BLK,542,STOLEN,-79.48966381,43.61800177,273
-8848428.624,5407801.327,3720,GO-20189034503,THEFT UNDER - BICYCLE,2018/10/16 04:00:00+00,2018,October,Tuesday,16,289,21,2018/10/17 04:00:00+00,2018,October,Wednesday,17,290,22,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,RM,,MT,9,BLU,800,STOLEN,-79.48678673,43.62635932,274
-8848748.899,5406516.133,3721,GO-20189034513,THEFT UNDER - BICYCLE,2018/10/16 04:00:00+00,2018,October,Tuesday,16,289,2,2018/10/18 04:00:00+00,2018,October,Thursday,18,291,0,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,RM,,OT,21,RED,600,STOLEN,-79.48966381,43.61800177,275
-8848748.899,5406516.133,3722,GO-20189034513,THEFT UNDER - BICYCLE,2018/10/16 04:00:00+00,2018,October,Tuesday,16,289,2,2018/10/18 04:00:00+00,2018,October,Thursday,18,291,0,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Private Property Structure (Pool, Shed, Detached Garage)",Other,OT,MIELE UMBRIA 1,RG,21,GRY,300,STOLEN,-79.48966381,43.61800177,276
-8848032.691,5406902.193,3739,GO-20189034998,THEFT UNDER - BICYCLE,2018/10/05 04:00:00+00,2018,October,Friday,5,278,22,2018/10/21 04:00:00+00,2018,October,Sunday,21,294,20,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GI,RINCON,MT,24,BLK,300,STOLEN,-79.48323001,43.62051242,277
-8849849.447,5406679.532,3820,GO-20189037075,THEFT UNDER - BICYCLE,2018/11/05 05:00:00+00,2018,November,Monday,5,309,11,2018/11/06 05:00:00+00,2018,November,Tuesday,6,310,14,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,OT,RAVEN29R,MT,30,WHI,2700,STOLEN,-79.4995502,43.61906441,278
-8848208.035,5406886.189,3886,GO-20189039253,THEFT UNDER - BICYCLE,2018/11/19 05:00:00+00,2018,November,Monday,19,323,14,2018/11/22 05:00:00+00,2018,November,Thursday,22,326,0,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,NRS3,MT,27,BLU,2000,STOLEN,-79.48480515,43.62040835,279
-8847803.772,5407280.029,3888,GO-20182151965,THEFT UNDER - BICYCLE,2018/11/18 05:00:00+00,2018,November,Sunday,18,322,12,2018/11/22 05:00:00+00,2018,November,Thursday,22,326,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NORCO,CHARGER,MT,21,BLKLGR,1000,STOLEN,-79.48117359,43.62296949,280
-8848519.972,5407141.59,3898,GO-20189039803,THEFT UNDER - BICYCLE,2018/11/22 05:00:00+00,2018,November,Thursday,22,326,17,2018/11/26 05:00:00+00,2018,November,Monday,26,330,14,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,OT,,OT,1,YEL,500,STOLEN,-79.48760733,43.62206923,281
-8851656.98,5405606.462,3932,GO-20182267276,THEFT UNDER - BICYCLE,2018/12/10 05:00:00+00,2018,December,Monday,10,344,16,2018/12/10 05:00:00+00,2018,December,Monday,10,344,17,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),Jails / Detention Centres,Other,ROCKY MOUNTAIN,,MT,24,SIL,600,STOLEN,-79.51578755,43.61208553,282
-8848428.624,5407801.327,3939,GO-20189042059,THEFT UNDER,2018/12/11 05:00:00+00,2018,December,Tuesday,11,345,9,2018/12/14 05:00:00+00,2018,December,Friday,14,348,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,7.4 FX,RG,27,SIL,800,STOLEN,-79.48678673,43.62635932,283
-8848428.624,5407801.327,3940,GO-20189042059,THEFT UNDER,2018/12/11 05:00:00+00,2018,December,Tuesday,11,345,9,2018/12/14 05:00:00+00,2018,December,Friday,14,348,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,TR,16 ALLANT,RG,27,BLK,1000,STOLEN,-79.48678673,43.62635932,284
-8847803.772,5407280.029,3981,GO-201917288,THEFT UNDER - BICYCLE,2018/10/01 04:00:00+00,2018,October,Monday,1,274,12,2019/01/03 05:00:00+00,2019,January,Thursday,3,3,20,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,NORCO,,MT,21,BLK,50,STOLEN,-79.48117359,43.62296949,285
-8847803.772,5407280.029,3982,GO-201917288,THEFT UNDER - BICYCLE,2018/10/01 04:00:00+00,2018,October,Monday,1,274,12,2019/01/03 05:00:00+00,2019,January,Thursday,3,3,20,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,GIANT,ROAM 2,MT,21,RED,450,STOLEN,-79.48117359,43.62296949,286
-8847803.772,5407280.029,4021,GO-20199003374,THEFT UNDER - BICYCLE,2018/12/24 05:00:00+00,2018,December,Monday,24,358,14,2019/01/24 05:00:00+00,2019,January,Thursday,24,24,15,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,NO,NORCO INDIE 3,RG,30,LGR,987,STOLEN,-79.48117359,43.62296949,287
-8848227.057,5407039.409,4072,GO-2019388619,THEFT UNDER - BICYCLE,2019/02/28 05:00:00+00,2019,February,Thursday,28,59,8,2019/03/02 05:00:00+00,2019,March,Saturday,2,61,18,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,SPECIALIZED,,TO,27,GRN,1000,STOLEN,-79.48497603,43.62140475,288
-8847803.772,5407280.029,4078,GO-20199007520,THEFT UNDER - BICYCLE,2018/12/07 05:00:00+00,2018,December,Friday,7,341,10,2019/03/07 05:00:00+00,2019,March,Thursday,7,66,10,D22,Toronto,17,Mimico (includes Humber Bay Shores) (17),"Apartment (Rooming House, Condo)",Apartment,GI,LIV THRIVE 0,RC,80,BLU,1549,STOLEN,-79.48117359,43.62296949,289
